Date,Coal,Gas,Wind,Solar,Nuclear,Other,Total
11/16/2021,"  77,647 ","  143,432 ","  73,116 ","  9,145 ","  89,358 ","  36,415 ","  429,113 "
11/15/2021,"  84,590 ","  164,825 ","  43,523 ","  10,305 ","  88,332 ","  35,988 ","  427,563 "
11/14/2021,"  77,922 ","  143,358 ","  49,269 ","  10,829 ","  87,771 ","  34,374 ","  403,523 "
11/13/2021,"  77,979 ","  141,354 ","  50,579 ","  10,306 ","  87,358 ","  33,815 ","  401,391 "
11/12/2021,"  73,146 ","  142,689 ","  64,722 ","  10,661 ","  86,997 ","  34,246 ","  412,461 "
11/11/2021,"  73,780 ","  145,874 ","  55,365 ","  10,052 ","  86,829 ","  35,989 ","  407,890 "
11/10/2021,"  76,432 ","  137,432 ","  60,848 ","  10,041 ","  86,527 ","  35,468 ","  406,748 "
11/9/2021,"  84,749 ","  153,525 ","  37,903 ","  9,239 ","  86,125 ","  35,589 ","  407,130 "
11/8/2021,"  78,974 ","  140,655 ","  54,691 ","  11,727 ","  84,843 ","  36,699 ","  407,588 "
11/7/2021,"  71,796 ","  126,246 ","  60,538 ","  9,872 ","  83,528 ","  33,346 ","  385,325 "
11/6/2021,"  77,048 ","  149,556 ","  46,425 ","  9,903 ","  81,864 ","  34,095 ","  398,890 "
11/5/2021,"  83,058 ","  172,261 ","  41,260 ","  9,423 ","  80,587 ","  37,627 ","  424,216 "
11/4/2021,"  87,449 ","  184,458 ","  27,062 ","  8,811 ","  79,304 ","  38,347 ","  425,430 "
11/3/2021,"  89,166 ","  187,399 ","  17,613 ","  9,466 ","  77,899 ","  38,382 ","  419,925 "
11/2/2021,"  85,857 ","  179,130 ","  24,553 ","  8,899 ","  75,975 ","  38,372 ","  412,786 "
11/1/2021,"  81,393 ","  166,633 ","  32,849 ","  9,453 ","  75,262 ","  37,495 ","  403,085 "
10/31/2021,"  68,719 ","  128,659 ","  53,165 ","  10,871 ","  74,876 ","  33,676 ","  369,966 "
10/30/2021,"  74,235 ","  144,525 ","  37,019 ","  11,360 ","  74,619 ","  33,248 ","  375,006 "
10/29/2021,"  73,430 ","  149,824 ","  54,613 ","  10,919 ","  74,753 ","  34,850 ","  398,389 "
10/28/2021,"  72,780 ","  149,051 ","  63,090 ","  9,375 ","  74,714 ","  35,608 ","  404,617 "
10/27/2021,"  74,282 ","  152,186 ","  64,134 ","  10,921 ","  74,646 ","  34,170 ","  410,338 "
10/26/2021,"  73,004 ","  156,191 ","  70,419 ","  10,640 ","  74,234 ","  34,594 ","  419,082 "
10/25/2021,"  78,539 ","  174,486 ","  46,826 ","  8,478 ","  74,871 ","  36,647 ","  419,846 "
10/24/2021,"  71,375 ","  145,042 ","  53,338 ","  9,222 ","  74,464 ","  33,177 ","  386,617 "
10/23/2021,"  75,199 ","  141,691 ","  50,251 ","  11,629 ","  74,307 ","  34,588 ","  387,666 "
10/22/2021,"  82,318 ","  173,367 ","  29,849 ","  10,576 ","  72,921 ","  38,071 ","  407,102 "
10/21/2021,"  78,251 ","  176,621 ","  33,465 ","  10,899 ","  73,452 ","  39,607 ","  412,295 "
10/20/2021,"  76,291 ","  161,265 ","  47,071 ","  12,039 ","  73,435 ","  38,177 ","  408,277 "
10/19/2021,"  70,978 ","  144,383 ","  62,917 ","  12,212 ","  73,036 ","  37,627 ","  401,154 "
10/18/2021,"  72,438 ","  141,198 ","  58,059 ","  11,679 ","  73,745 ","  35,271 ","  392,389 "
10/17/2021,"  74,943 ","  130,296 ","  37,007 ","  12,846 ","  75,085 ","  32,742 ","  362,921 "
10/16/2021,"  77,823 ","  148,386 ","  37,907 ","  13,361 ","  74,714 ","  34,316 ","  386,508 "
10/15/2021,"  88,399 ","  172,900 ","  45,477 ","  12,388 ","  77,040 ","  37,705 ","  433,908 "
10/14/2021,"  93,238 ","  182,043 ","  35,580 ","  12,616 ","  77,016 ","  36,932 ","  437,426 "
10/13/2021,"  88,081 ","  172,773 ","  51,715 ","  10,937 ","  76,904 ","  37,542 ","  437,951 "
10/12/2021,"  90,160 ","  162,953 ","  56,964 ","  8,989 ","  76,459 ","  38,963 ","  434,488 "
10/11/2021,"  92,216 ","  167,009 ","  44,491 ","  10,819 ","  76,799 ","  38,199 ","  429,534 "
10/10/2021,"  83,087 ","  143,955 ","  63,094 ","  10,960 ","  76,472 ","  35,528 ","  413,096 "
10/9/2021,"  84,374 ","  151,092 ","  60,022 ","  10,212 ","  75,536 ","  35,484 ","  416,719 "
10/8/2021,"  97,721 ","  177,459 ","  37,562 ","  8,899 ","  80,235 ","  40,211 ","  442,088 "
10/7/2021,"  98,958 ","  180,735 ","  34,206 ","  9,405 ","  81,401 ","  39,655 ","  444,360 "
10/6/2021,"  98,440 ","  178,533 ","  31,367 ","  10,723 ","  81,560 ","  38,187 ","  438,810 "
10/5/2021,"  101,665 ","  183,784 ","  23,783 ","  10,360 ","  81,938 ","  38,124 ","  439,654 "
10/4/2021,"  103,437 ","  197,637 ","  12,935 ","  10,351 ","  82,373 ","  38,698 ","  445,431 "
10/3/2021,"  97,441 ","  172,236 ","  14,193 ","  12,307 ","  85,687 ","  32,707 ","  414,572 "
10/2/2021,"  99,597 ","  168,165 ","  13,223 ","  13,464 ","  85,063 ","  32,369 ","  411,881 "
10/1/2021,"  106,184 ","  177,897 ","  13,569 ","  12,171 ","  87,850 ","  34,489 ","  432,161 "
9/30/2021,"  103,116 ","  174,363 ","  32,177 ","  12,400 ","  87,822 ","  33,319 ","  443,197 "
9/29/2021,"  99,934 ","  167,072 ","  43,344 ","  13,205 ","  87,770 ","  35,597 ","  446,922 "
9/28/2021,"  98,392 ","  173,412 ","  47,375 ","  12,430 ","  87,799 ","  34,739 ","  454,148 "
9/27/2021,"  94,762 ","  164,774 ","  47,672 ","  12,980 ","  87,958 ","  36,113 ","  444,259 "
9/26/2021,"  84,208 ","  129,790 ","  53,314 ","  12,882 ","  88,851 ","  32,008 ","  401,052 "
9/25/2021,"  90,239 ","  138,046 ","  34,591 ","  13,682 ","  89,000 ","  34,134 ","  399,693 "
9/24/2021,"  91,566 ","  145,588 ","  46,110 ","  12,750 ","  89,753 ","  36,700 ","  422,467 "
9/23/2021,"  96,438 ","  157,462 ","  44,978 ","  12,473 ","  89,850 ","  35,674 ","  436,874 "
9/22/2021,"  107,095 ","  174,964 ","  33,152 ","  12,780 ","  89,642 ","  36,426 ","  454,059 "
9/21/2021,"  109,815 ","  176,333 ","  49,521 ","  10,575 ","  89,207 ","  36,162 ","  471,613 "
9/20/2021,"  109,552 ","  180,611 ","  57,744 ","  12,430 ","  88,637 ","  35,222 ","  484,196 "
9/19/2021,"  105,994 ","  171,832 ","  47,653 ","  12,918 ","  88,221 ","  32,338 ","  458,956 "
9/18/2021,"  115,075 ","  186,628 ","  32,733 ","  12,393 ","  87,279 ","  33,039 ","  467,146 "
9/17/2021,"  118,489 ","  195,068 ","  37,241 ","  11,394 ","  88,684 ","  35,311 ","  486,185 "
9/16/2021,"  114,928 ","  185,355 ","  46,536 ","  12,814 ","  88,623 ","  34,586 ","  482,841 "
9/15/2021,"  124,908 ","  197,203 ","  31,467 ","  13,366 ","  88,909 ","  34,829 ","  490,682 "
9/14/2021,"  125,667 ","  200,312 ","  37,145 ","  14,218 ","  88,428 ","  36,071 ","  501,840 "
9/13/2021,"  118,111 ","  201,480 ","  44,348 ","  14,424 ","  88,224 ","  35,952 ","  502,537 "
9/12/2021,"  108,065 ","  173,330 ","  45,395 ","  14,677 ","  88,978 ","  32,893 ","  463,338 "
9/11/2021,"  101,973 ","  158,428 ","  51,484 ","  14,362 ","  90,309 ","  33,254 ","  449,811 "
9/10/2021,"  110,725 ","  173,573 ","  41,484 ","  14,194 ","  93,090 ","  34,717 ","  467,783 "
9/9/2021,"  119,595 ","  197,883 ","  25,354 ","  12,529 ","  93,366 ","  36,783 ","  485,511 "
9/8/2021,"  119,824 ","  203,574 ","  35,173 ","  13,113 ","  92,842 ","  37,972 ","  502,497 "
9/7/2021,"  112,304 ","  196,486 ","  44,379 ","  14,514 ","  92,903 ","  38,164 ","  498,750 "
9/6/2021,"  113,790 ","  179,500 ","  29,109 ","  14,363 ","  93,181 ","  35,822 ","  465,764 "
9/5/2021,"  115,553 ","  169,150 ","  21,774 ","  14,463 ","  93,303 ","  34,310 ","  448,554 "
9/4/2021,"  116,416 ","  161,048 ","  25,963 ","  15,427 ","  93,475 ","  35,856 ","  448,185 "
9/3/2021,"  120,417 ","  168,725 ","  32,986 ","  15,291 ","  93,063 ","  38,201 ","  468,682 "
9/2/2021,"  120,044 ","  173,821 ","  43,969 ","  14,754 ","  92,854 ","  37,885 ","  483,328 "
9/1/2021,"  129,678 ","  188,222 ","  44,306 ","  12,361 ","  92,622 ","  38,912 ","  506,101 "
8/31/2021,"  139,796 ","  209,434 ","  31,268 ","  11,263 ","  92,283 ","  38,981 ","  523,024 "
8/30/2021,"  146,765 ","  228,662 ","  20,866 ","  12,602 ","  91,825 ","  37,269 ","  537,988 "
8/29/2021,"  136,141 ","  207,761 ","  28,883 ","  13,234 ","  91,978 ","  37,072 ","  515,070 "
8/28/2021,"  135,969 ","  210,819 ","  40,933 ","  14,577 ","  92,092 ","  39,395 ","  533,785 "
8/27/2021,"  145,204 ","  233,506 ","  37,989 ","  14,544 ","  92,900 ","  42,691 ","  566,833 "
8/26/2021,"  144,256 ","  242,219 ","  36,902 ","  14,947 ","  94,318 ","  44,984 ","  577,625 "
8/25/2021,"  145,887 ","  242,196 ","  35,225 ","  14,609 ","  94,236 ","  44,131 ","  576,284 "
8/24/2021,"  138,270 ","  227,622 ","  45,834 ","  15,025 ","  94,426 ","  43,242 ","  564,420 "
8/23/2021,"  139,801 ","  219,842 ","  42,936 ","  14,983 ","  95,123 ","  42,988 ","  555,673 "
8/22/2021,"  124,155 ","  186,109 ","  45,069 ","  14,467 ","  94,325 ","  38,254 ","  502,378 "
8/21/2021,"  129,051 ","  200,495 ","  39,285 ","  13,762 ","  94,041 ","  40,875 ","  517,509 "
8/20/2021,"  131,202 ","  217,898 ","  48,212 ","  13,382 ","  94,039 ","  43,501 ","  548,235 "
8/19/2021,"  137,881 ","  227,299 ","  32,845 ","  13,629 ","  95,254 ","  43,602 ","  550,508 "
8/18/2021,"  136,540 ","  223,048 ","  32,002 ","  13,520 ","  95,548 ","  42,270 ","  542,928 "
8/17/2021,"  136,226 ","  212,944 ","  31,970 ","  12,266 ","  95,330 ","  39,488 ","  528,223 "
8/16/2021,"  133,501 ","  211,508 ","  31,331 ","  11,862 ","  95,017 ","  38,023 ","  521,241 "
8/15/2021,"  128,415 ","  186,881 ","  27,068 ","  12,278 ","  94,943 ","  34,744 ","  484,328 "
8/14/2021,"  140,744 ","  209,795 ","  22,940 ","  11,776 ","  94,844 ","  37,932 ","  518,030 "
8/13/2021,"  152,657 ","  234,920 ","  26,491 ","  13,861 ","  95,166 ","  43,725 ","  566,819 "
8/12/2021,"  150,911 ","  233,025 ","  48,625 ","  14,310 ","  95,204 ","  43,132 ","  585,206 "
8/11/2021,"  149,499 ","  227,082 ","  54,667 ","  13,541 ","  95,168 ","  41,913 ","  581,871 "
8/10/2021,"  149,461 ","  224,684 ","  52,948 ","  13,741 ","  94,812 ","  39,518 ","  575,164 "
8/9/2021,"  145,212 ","  215,044 ","  48,505 ","  14,922 ","  94,660 ","  38,147 ","  556,491 "
8/8/2021,"  131,518 ","  187,116 ","  47,654 ","  14,924 ","  94,174 ","  34,578 ","  509,965 "
8/7/2021,"  127,777 ","  184,442 ","  54,424 ","  13,619 ","  93,241 ","  35,227 ","  508,730 "
8/6/2021,"  129,293 ","  210,213 ","  41,049 ","  15,029 ","  92,859 ","  37,261 ","  525,704 "
8/5/2021,"  131,891 ","  211,844 ","  23,464 ","  14,539 ","  93,711 ","  37,565 ","  513,014 "
8/4/2021,"  130,759 ","  205,241 ","  21,468 ","  13,936 ","  93,685 ","  38,319 ","  503,409 "
8/3/2021,"  131,981 ","  206,637 ","  15,190 ","  13,676 ","  94,001 ","  38,192 ","  499,676 "
8/2/2021,"  135,089 ","  205,544 ","  15,279 ","  14,544 ","  93,791 ","  38,551 ","  502,798 "
8/1/2021,"  129,712 ","  187,383 ","  29,407 ","  13,095 ","  92,926 ","  35,406 ","  487,928 "
7/31/2021,"  136,484 ","  199,845 ","  27,948 ","  14,584 ","  92,588 ","  35,865 ","  507,314 "
7/30/2021,"  147,090 ","  237,416 ","  24,161 ","  13,651 ","  92,596 ","  39,400 ","  554,314 "
7/29/2021,"  153,042 ","  242,424 ","  27,932 ","  14,694 ","  92,482 ","  39,549 ","  570,123 "
7/28/2021,"  153,171 ","  243,154 ","  28,962 ","  13,195 ","  92,356 ","  38,694 ","  569,531 "
7/27/2021,"  151,355 ","  245,829 ","  22,291 ","  14,703 ","  93,252 ","  40,293 ","  567,724 "
7/26/2021,"  152,095 ","  239,966 ","  23,761 ","  12,469 ","  92,850 ","  41,136 ","  562,276 "
7/25/2021,"  141,416 ","  211,038 ","  25,893 ","  14,149 ","  92,840 ","  37,269 ","  522,605 "
7/24/2021,"  136,018 ","  206,251 ","  35,414 ","  13,854 ","  91,195 ","  38,534 ","  521,267 "
7/23/2021,"  137,156 ","  207,787 ","  44,463 ","  14,028 ","  90,885 ","  40,633 ","  534,952 "
7/22/2021,"  136,642 ","  208,932 ","  37,082 ","  14,438 ","  91,006 ","  41,766 ","  529,865 "
7/21/2021,"  140,418 ","  215,640 ","  26,198 ","  14,218 ","  92,831 ","  41,739 ","  531,044 "
7/20/2021,"  140,622 ","  220,725 ","  21,773 ","  13,463 ","  93,664 ","  42,102 ","  532,348 "
7/19/2021,"  138,791 ","  221,877 ","  16,275 ","  12,136 ","  94,763 ","  41,600 ","  525,442 "
7/18/2021,"  131,752 ","  202,443 ","  19,427 ","  12,441 ","  94,371 ","  37,306 ","  497,739 "
7/17/2021,"  133,096 ","  204,719 ","  30,708 ","  15,289 ","  94,046 ","  38,781 ","  516,639 "
7/16/2021,"  141,166 ","  218,479 ","  34,445 ","  15,509 ","  93,692 ","  41,269 ","  544,558 "
7/15/2021,"  139,459 ","  214,895 ","  41,281 ","  15,642 ","  94,506 ","  43,662 ","  549,445 "
7/14/2021,"  133,686 ","  205,044 ","  48,754 ","  14,395 ","  94,792 ","  43,979 ","  540,650 "
7/13/2021,"  132,813 ","  209,809 ","  35,297 ","  14,540 ","  94,851 ","  42,799 ","  530,110 "
7/12/2021,"  135,800 ","  214,101 ","  21,162 ","  14,127 ","  94,218 ","  41,598 ","  521,006 "
7/11/2021,"  124,072 ","  182,050 ","  33,796 ","  13,131 ","  93,540 ","  37,120 ","  483,708 "
7/10/2021,"  123,784 ","  188,566 ","  37,832 ","  14,452 ","  92,236 ","  38,360 ","  495,229 "
7/9/2021,"  130,771 ","  205,853 ","  37,552 ","  14,650 ","  91,998 ","  41,149 ","  521,972 "
7/8/2021,"  139,366 ","  217,260 ","  22,590 ","  13,628 ","  92,501 ","  40,617 ","  525,962 "
7/7/2021,"  145,540 ","  224,186 ","  22,041 ","  14,274 ","  92,162 ","  41,500 ","  539,703 "
7/6/2021,"  140,016 ","  227,931 ","  24,963 ","  14,581 ","  91,953 ","  42,508 ","  541,951 "
7/5/2021,"  128,560 ","  193,976 ","  29,602 ","  14,685 ","  92,100 ","  40,329 ","  499,251 "
7/4/2021,"  117,022 ","  163,397 ","  34,498 ","  15,234 ","  92,361 ","  37,565 ","  460,076 "
7/3/2021,"  118,094 ","  165,932 ","  24,703 ","  13,233 ","  92,596 ","  38,447 ","  453,005 "
7/2/2021,"  129,866 ","  190,753 ","  22,147 ","  12,978 ","  92,840 ","  41,796 ","  490,380 "
7/1/2021,"  142,243 ","  209,635 ","  22,671 ","  14,929 ","  92,115 ","  42,642 ","  524,235 "
6/30/2021,"  149,354 ","  231,166 ","  17,769 ","  13,276 ","  92,270 ","  45,510 ","  549,345 "
6/29/2021,"  147,801 ","  241,001 ","  14,644 ","  12,433 ","  92,429 ","  46,393 ","  554,700 "
6/28/2021,"  142,051 ","  237,543 ","  17,665 ","  13,482 ","  92,571 ","  45,962 ","  549,274 "
6/27/2021,"  131,247 ","  202,024 ","  26,659 ","  14,353 ","  91,816 ","  41,571 ","  507,670 "
6/26/2021,"  121,449 ","  183,747 ","  44,365 ","  14,663 ","  91,888 ","  41,026 ","  497,139 "
6/25/2021,"  120,655 ","  181,664 ","  47,246 ","  14,704 ","  92,712 ","  42,370 ","  499,351 "
6/24/2021,"  114,877 ","  172,035 ","  57,645 ","  14,966 ","  92,874 ","  41,559 ","  493,957 "
6/23/2021,"  109,501 ","  159,304 ","  62,812 ","  12,997 ","  93,051 ","  40,916 ","  478,581 "
6/22/2021,"  116,806 ","  179,295 ","  35,204 ","  12,638 ","  94,672 ","  41,031 ","  479,646 "
6/21/2021,"  121,733 ","  193,680 ","  53,594 ","  14,148 ","  93,900 ","  44,863 ","  521,917 "
6/20/2021,"  116,006 ","  179,528 ","  54,398 ","  14,339 ","  94,928 ","  40,109 ","  499,307 "
6/19/2021,"  121,448 ","  188,839 ","  41,287 ","  14,231 ","  93,288 ","  41,170 ","  500,264 "
6/18/2021,"  126,596 ","  205,134 ","  40,492 ","  14,687 ","  91,271 ","  43,839 ","  522,019 "
6/17/2021,"  123,099 ","  198,452 ","  39,711 ","  15,298 ","  91,009 ","  41,306 ","  508,875 "
6/16/2021,"  123,841 ","  194,002 ","  36,789 ","  15,113 ","  90,796 ","  39,106 ","  499,647 "
6/15/2021,"  131,473 ","  208,505 ","  24,458 ","  15,102 ","  90,853 ","  39,656 ","  510,047 "
6/14/2021,"  128,100 ","  210,534 ","  30,061 ","  15,253 ","  90,887 ","  40,847 ","  515,681 "
6/13/2021,"  120,494 ","  190,704 ","  27,713 ","  16,054 ","  89,737 ","  38,194 ","  482,895 "
6/12/2021,"  121,273 ","  187,764 ","  30,290 ","  15,081 ","  88,482 ","  40,575 ","  483,465 "
6/11/2021,"  120,407 ","  187,755 ","  49,835 ","  15,479 ","  90,212 ","  43,020 ","  506,708 "
6/10/2021,"  126,919 ","  197,913 ","  45,406 ","  15,041 ","  91,177 ","  43,328 ","  519,783 "
6/9/2021,"  129,093 ","  207,467 ","  36,752 ","  14,778 ","  91,677 ","  44,646 ","  524,412 "
6/8/2021,"  124,510 ","  204,096 ","  40,233 ","  14,929 ","  90,662 ","  44,214 ","  518,644 "
6/7/2021,"  124,932 ","  199,005 ","  39,041 ","  13,099 ","  91,604 ","  44,485 ","  512,167 "
6/6/2021,"  105,708 ","  163,731 ","  56,962 ","  15,282 ","  91,706 ","  40,866 ","  474,255 "
6/5/2021,"  105,106 ","  164,135 ","  52,047 ","  15,455 ","  91,968 ","  40,854 ","  469,565 "
6/4/2021,"  105,344 ","  175,254 ","  40,152 ","  15,091 ","  94,252 ","  42,503 ","  472,597 "
6/3/2021,"  105,259 ","  175,625 ","  26,808 ","  13,552 ","  94,388 ","  40,700 ","  456,333 "
6/2/2021,"  104,000 ","  174,163 ","  16,144 ","  14,011 ","  94,220 ","  40,723 ","  443,262 "
6/1/2021,"  99,409 ","  164,309 ","  13,865 ","  15,466 ","  94,164 ","  40,056 ","  427,269 "
5/31/2021,"  86,793 ","  128,153 ","  26,819 ","  14,451 ","  94,067 ","  36,300 ","  386,582 "
5/30/2021,"  79,757 ","  119,684 ","  33,794 ","  13,407 ","  93,297 ","  34,959 ","  374,899 "
5/29/2021,"  79,715 ","  130,530 ","  38,360 ","  14,799 ","  92,902 ","  36,142 ","  392,448 "
5/28/2021,"  91,112 ","  152,054 ","  52,148 ","  14,968 ","  91,801 ","  37,927 ","  440,011 "
5/27/2021,"  100,364 ","  167,492 ","  56,242 ","  15,634 ","  90,311 ","  38,737 ","  468,779 "
5/26/2021,"  108,677 ","  173,485 ","  49,869 ","  14,719 ","  90,654 ","  40,440 ","  477,843 "
5/25/2021,"  106,636 ","  162,390 ","  51,844 ","  14,623 ","  91,135 ","  40,031 ","  466,658 "
5/24/2021,"  102,566 ","  150,078 ","  54,574 ","  15,173 ","  91,625 ","  37,594 ","  451,610 "
5/23/2021,"  96,119 ","  137,583 ","  53,190 ","  13,276 ","  91,177 ","  37,005 ","  428,351 "
5/22/2021,"  92,339 ","  140,095 ","  50,593 ","  12,971 ","  89,367 ","  38,793 ","  424,158 "
5/21/2021,"  90,361 ","  145,264 ","  62,759 ","  14,116 ","  88,944 ","  40,270 ","  441,714 "
5/20/2021,"  94,835 ","  152,181 ","  49,805 ","  15,607 ","  88,518 ","  39,723 ","  440,668 "
5/19/2021,"  95,640 ","  152,612 ","  38,997 ","  15,180 ","  88,019 ","  39,515 ","  429,963 "
5/18/2021,"  90,061 ","  144,645 ","  44,835 ","  14,809 ","  86,473 ","  36,839 ","  417,662 "
5/17/2021,"  86,369 ","  140,015 ","  44,225 ","  15,092 ","  85,564 ","  36,538 ","  407,803 "
5/16/2021,"  79,639 ","  122,086 ","  34,909 ","  14,043 ","  83,678 ","  35,308 ","  369,662 "
5/15/2021,"  77,198 ","  122,816 ","  42,975 ","  14,852 ","  81,868 ","  36,829 ","  376,537 "
5/14/2021,"  77,972 ","  131,774 ","  48,505 ","  15,667 ","  82,484 ","  42,013 ","  398,415 "
5/13/2021,"  83,802 ","  146,043 ","  31,315 ","  15,243 ","  81,275 ","  43,098 ","  400,776 "
5/12/2021,"  89,007 ","  148,655 ","  27,646 ","  12,671 ","  81,297 ","  43,191 ","  402,467 "
5/11/2021,"  89,635 ","  148,943 ","  33,236 ","  13,843 ","  80,757 ","  43,649 ","  410,063 "
5/10/2021,"  88,583 ","  150,494 ","  35,167 ","  12,751 ","  80,541 ","  44,084 ","  411,619 "
5/9/2021,"  71,633 ","  121,565 ","  52,521 ","  14,956 ","  80,101 ","  41,461 ","  382,238 "
5/8/2021,"  66,223 ","  113,470 ","  69,014 ","  13,284 ","  80,311 ","  40,596 ","  382,898 "
5/7/2021,"  76,393 ","  128,807 ","  58,069 ","  13,777 ","  81,180 ","  41,630 ","  399,856 "
5/6/2021,"  80,215 ","  147,276 ","  39,077 ","  15,757 ","  81,487 ","  42,531 ","  406,343 "
5/5/2021,"  89,548 ","  155,110 ","  30,306 ","  15,076 ","  82,079 ","  43,098 ","  415,216 "
5/4/2021,"  84,485 ","  156,317 ","  45,560 ","  14,459 ","  81,710 ","  43,244 ","  425,776 "
5/3/2021,"  81,193 ","  152,452 ","  56,880 ","  13,395 ","  80,415 ","  39,513 ","  423,847 "
5/2/2021,"  70,109 ","  122,023 ","  60,816 ","  13,069 ","  79,124 ","  35,130 ","  380,270 "
5/1/2021,"  70,725 ","  123,503 ","  54,443 ","  13,829 ","  79,020 ","  35,031 ","  376,551 "
4/30/2021,"  84,304 ","  147,908 ","  41,703 ","  14,012 ","  81,219 ","  34,528 ","  403,673 "
4/29/2021,"  85,602 ","  156,499 ","  47,075 ","  13,222 ","  81,232 ","  36,771 ","  420,400 "
4/28/2021,"  82,373 ","  158,600 ","  43,898 ","  14,241 ","  80,991 ","  36,266 ","  416,368 "
4/27/2021,"  72,396 ","  141,894 ","  63,744 ","  12,653 ","  80,656 ","  35,041 ","  406,385 "
4/26/2021,"  68,878 ","  133,028 ","  70,005 ","  12,076 ","  79,652 ","  34,978 ","  398,617 "
4/25/2021,"  62,969 ","  119,814 ","  64,538 ","  10,937 ","  79,183 ","  33,171 ","  370,611 "
4/24/2021,"  76,372 ","  136,198 ","  40,744 ","  12,038 ","  78,000 ","  33,094 ","  376,447 "
4/23/2021,"  78,394 ","  137,152 ","  53,336 ","  14,727 ","  77,950 ","  34,325 ","  395,885 "
4/22/2021,"  78,320 ","  142,119 ","  58,258 ","  14,479 ","  78,004 ","  34,506 ","  405,685 "
4/21/2021,"  83,142 ","  152,793 ","  35,907 ","  14,525 ","  77,583 ","  36,850 ","  400,799 "
4/20/2021,"  80,032 ","  144,214 ","  46,494 ","  12,679 ","  77,411 ","  34,991 ","  395,821 "
4/19/2021,"  76,602 ","  137,733 ","  48,384 ","  14,308 ","  77,392 ","  34,864 ","  389,283 "
4/18/2021,"  78,521 ","  130,704 ","  27,599 ","  13,845 ","  77,948 ","  31,967 ","  360,583 "
4/17/2021,"  78,509 ","  128,945 ","  38,527 ","  12,331 ","  77,528 ","  33,084 ","  368,925 "
4/16/2021,"  88,540 ","  143,206 ","  34,056 ","  12,124 ","  78,583 ","  36,398 ","  392,907 "
4/15/2021,"  89,360 ","  147,441 ","  32,144 ","  10,808 ","  78,450 ","  36,672 ","  394,875 "
4/14/2021,"  83,230 ","  143,410 ","  43,014 ","  12,230 ","  78,879 ","  36,376 ","  397,138 "
4/13/2021,"  76,601 ","  140,186 ","  54,671 ","  13,197 ","  79,083 ","  35,987 ","  399,724 "
4/12/2021,"  72,599 ","  136,580 ","  57,042 ","  14,503 ","  78,979 ","  38,085 ","  397,788 "
4/11/2021,"  64,731 ","  121,047 ","  51,478 ","  12,060 ","  78,553 ","  36,581 ","  364,449 "
4/10/2021,"  69,728 ","  125,207 ","  48,800 ","  13,150 ","  78,003 ","  34,616 ","  369,504 "
4/9/2021,"  70,270 ","  133,842 ","  60,627 ","  12,067 ","  81,776 ","  38,932 ","  397,512 "
4/8/2021,"  73,110 ","  138,314 ","  50,612 ","  13,690 ","  81,941 ","  37,949 ","  395,616 "
4/7/2021,"  71,346 ","  131,216 ","  60,104 ","  14,221 ","  81,187 ","  38,315 ","  396,389 "
4/6/2021,"  69,012 ","  121,690 ","  68,644 ","  13,384 ","  81,164 ","  39,020 ","  392,916 "
4/5/2021,"  68,877 ","  116,668 ","  67,155 ","  13,019 ","  80,843 ","  39,051 ","  385,613 "
4/4/2021,"  67,412 ","  110,113 ","  48,535 ","  12,649 ","  80,898 ","  36,814 ","  356,421 "
4/3/2021,"  70,116 ","  118,888 ","  53,093 ","  14,150 ","  80,691 ","  40,390 ","  377,327 "
4/2/2021,"  74,740 ","  130,497 ","  64,299 ","  13,918 ","  80,763 ","  41,384 ","  405,602 "
4/1/2021,"  84,216 ","  145,169 ","  45,157 ","  13,245 ","  81,526 ","  41,498 ","  410,811 "
3/31/2021,"  77,467 ","  136,346 ","  54,250 ","  12,478 ","  81,623 ","  41,396 ","  403,561 "
3/30/2021,"  68,619 ","  124,844 ","  70,822 ","  12,913 ","  81,728 ","  43,024 ","  401,949 "
3/29/2021,"  65,623 ","  120,252 ","  77,177 ","  13,102 ","  82,378 ","  40,527 ","  399,059 "
3/28/2021,"  68,715 ","  117,561 ","  53,826 ","  12,054 ","  82,296 ","  37,318 ","  371,770 "
3/27/2021,"  74,203 ","  120,164 ","  50,237 ","  12,548 ","  81,997 ","  37,453 ","  376,601 "
3/26/2021,"  83,036 ","  132,072 ","  49,798 ","  10,765 ","  82,140 ","  40,030 ","  397,840 "
3/25/2021,"  86,637 ","  141,453 ","  36,460 ","  9,907 ","  82,421 ","  39,594 ","  396,472 "
3/24/2021,"  74,964 ","  125,940 ","  58,324 ","  10,809 ","  83,709 ","  39,958 ","  393,703 "
3/23/2021,"  75,463 ","  126,745 ","  55,759 ","  10,693 ","  83,252 ","  40,770 ","  392,682 "
3/22/2021,"  78,486 ","  119,007 ","  58,622 ","  11,168 ","  83,025 ","  39,539 ","  389,846 "
3/21/2021,"  65,737 ","  103,958 ","  72,178 ","  10,105 ","  84,150 ","  36,407 ","  372,534 "
3/20/2021,"  77,181 ","  119,341 ","  58,712 ","  11,206 ","  84,654 ","  35,894 ","  386,987 "
3/19/2021,"  91,198 ","  142,088 ","  39,838 ","  10,936 ","  85,236 ","  38,821 ","  408,117 "
3/18/2021,"  87,789 ","  134,029 ","  57,016 ","  10,159 ","  85,227 ","  37,782 ","  412,002 "
3/17/2021,"  92,928 ","  135,827 ","  51,650 ","  9,084 ","  85,557 ","  39,245 ","  414,290 "
