,Coal,Gas,Wind,Solar,Nuclear,,Total,,,,
3/31/2023,"  60,230 ","  145,844 ","  81,772 ","  13,600 ","  82,291 ",,"  421,809 ",,,,
3/30/2023,"  60,311 ","  150,786 ","  77,928 ","  14,844 ","  81,728 ",,"  423,678 ",,,,
3/29/2023,"  63,876 ","  165,325 ","  52,151 ","  15,381 ","  82,419 ",,"  419,868 ",,,,
3/28/2023,"  68,389 ","  170,104 ","  46,765 ","  14,908 ","  82,410 ",,"  423,146 ",,,,
3/27/2023,"  70,694 ","  177,138 ","  34,312 ","  15,975 ","  82,381 ",,"  422,104 ",,,,
3/26/2023,"  60,074 ","  146,815 ","  48,569 ","  15,353 ","  82,920 ",,"  391,664 ",,,,
3/25/2023,"  64,802 ","  150,574 ","  55,196 ","  14,801 ","  82,139 ",,"  405,188 ",,,,
3/24/2023,"  71,939 ","  162,968 ","  50,478 ","  15,699 ","  81,972 ",,"  421,434 ",,,,
3/23/2023,"  70,891 ","  161,616 ","  53,875 ","  16,106 ","  81,138 ",,"  421,549 ",,,,
3/22/2023,"  73,018 ","  156,231 ","  62,191 ","  13,260 ","  80,788 ",,"  424,873 ",,,,
3/21/2023,"  75,659 ","  158,089 ","  73,615 ","  12,575 ","  80,703 ",,"  441,190 ",,,,
3/20/2023,"  79,697 ","  165,442 ","  75,446 ","  14,185 ","  80,369 ",,"  455,790 ",,,,
3/19/2023,"  77,604 ","  164,843 ","  54,987 ","  14,802 ","  80,348 ",,"  431,848 ",,,,
3/18/2023,"  73,009 ","  156,289 ","  61,069 ","  13,854 ","  79,923 ",,"  423,271 ",,,,
3/17/2023,"  69,598 ","  149,377 ","  71,417 ","  14,864 ","  82,967 ",,"  428,459 ",,,,
3/16/2023,"  70,067 ","  144,771 ","  84,650 ","  14,977 ","  83,044 ",,"  437,759 ",,,,
3/15/2023,"  72,967 ","  158,235 ","  84,724 ","  13,544 ","  82,330 ",,"  451,511 ",,,,
3/14/2023,"  81,747 ","  183,239 ","  56,424 ","  13,856 ","  82,102 ",,"  459,079 ",,,,
3/13/2023,"  80,102 ","  180,268 ","  51,971 ","  15,226 ","  82,024 ",,"  448,064 ",,,,
3/12/2023,"  69,847 ","  163,193 ","  52,460 ","  13,217 ","  80,916 ",,"  422,452 ",,,,
3/11/2023,"  66,390 ","  155,439 ","  67,841 ","  13,471 ","  83,656 ",,"  421,766 ",,,,
3/10/2023,"  73,143 ","  181,247 ","  50,017 ","  9,465 ","  85,163 ",,"  436,236 ",,,,
3/9/2023,"  75,513 ","  188,497 ","  36,727 ","  13,185 ","  85,516 ",,"  438,129 ",,,,
3/8/2023,"  73,116 ","  187,393 ","  43,446 ","  13,989 ","  85,191 ",,"  441,058 ",,,,
3/7/2023,"  68,531 ","  179,674 ","  50,714 ","  14,939 ","  84,928 ",,"  433,775 ",,,,
3/6/2023,"  63,167 ","  168,603 ","  59,454 ","  15,334 ","  84,859 ",,"  427,742 ",,,,
3/5/2023,"  53,350 ","  144,160 ","  68,795 ","  14,201 ","  84,684 ",,"  397,315 ",,,,
3/4/2023,"  59,615 ","  161,571 ","  43,061 ","  16,732 ","  86,465 ",,"  401,139 ",,,,
3/3/2023,"  65,923 ","  168,607 ","  53,501 ","  14,945 ","  86,700 ",,"  425,003 ",,,,
3/2/2023,"  67,205 ","  172,185 ","  54,157 ","  12,692 ","  86,332 ",,"  428,883 ",,,,
3/1/2023,"  65,081 ","  176,988 ","  56,487 ","  10,393 ","  86,301 ",,"  431,304 ",,,,
2/28/2023,"  65,323 ","  177,488 ","  58,400 ","  14,349 ","  86,291 ",,"  439,440 ",,,,
2/27/2023,"  59,904 ","  164,603 ","  73,161 ","  13,175 ","  86,540 ",,"  438,314 ",,,,
2/26/2023,"  59,761 ","  156,443 ","  66,621 ","  11,497 ","  86,886 ",,"  419,242 ",,,,
2/25/2023,"  68,989 ","  197,774 ","  32,514 ","  8,525 ","  87,736 ",,"  436,660 ",,,,
2/24/2023,"  72,870 ","  203,940 ","  33,365 ","  10,719 ","  87,806 ",,"  453,118 ",,,,
2/23/2023,"  65,195 ","  181,061 ","  62,129 ","  11,612 ","  87,535 ",,"  449,678 ",,,,
2/22/2023,"  59,257 ","  165,769 ","  78,816 ","  11,051 ","  87,419 ",,"  443,908 ",,,,
2/21/2023,"  59,237 ","  158,603 ","  72,801 ","  12,048 ","  87,714 ",,"  430,406 ",,,,
2/20/2023,"  62,614 ","  154,806 ","  61,919 ","  12,833 ","  87,935 ",,"  421,927 ",,,,
2/19/2023,"  58,171 ","  146,694 ","  68,319 ","  12,862 ","  88,754 ",,"  413,891 ",,,,
2/18/2023,"  61,735 ","  167,843 ","  73,807 ","  14,538 ","  88,371 ",,"  446,384 ",,,,
2/17/2023,"  69,933 ","  192,307 ","  52,043 ","  12,587 ","  90,630 ",,"  458,649 ",,,,
2/16/2023,"  63,315 ","  161,986 ","  70,347 ","  11,876 ","  90,795 ",,"  438,849 ",,,,
2/15/2023,"  59,821 ","  145,678 ","  81,312 ","  13,534 ","  90,353 ",,"  429,650 ",,,,
2/14/2023,"  60,806 ","  147,964 ","  84,621 ","  12,188 ","  91,401 ",,"  437,066 ",,,,
2/13/2023,"  65,519 ","  164,757 ","  63,616 ","  14,373 ","  92,470 ",,"  439,319 ",,,,
2/12/2023,"  63,895 ","  163,462 ","  56,473 ","  11,267 ","  93,464 ",,"  427,436 ",,,,
2/11/2023,"  66,628 ","  177,326 ","  44,731 ","  12,371 ","  93,469 ",,"  432,920 ",,,,
2/10/2023,"  67,220 ","  163,709 ","  62,863 ","  12,053 ","  93,481 ",,"  437,572 ",,,,
2/9/2023,"  65,012 ","  157,736 ","  70,847 ","  13,944 ","  93,554 ",,"  439,988 ",,,,
2/8/2023,"  74,667 ","  168,986 ","  48,130 ","  13,583 ","  93,849 ",,"  437,318 ",,,,
2/7/2023,"  71,782 ","  158,085 ","  71,687 ","  12,308 ","  94,356 ",,"  447,205 ",,,,
2/6/2023,"  72,049 ","  145,186 ","  85,118 ","  13,012 ","  94,789 ",,"  448,547 ",,,,
2/5/2023,"  78,712 ","  157,793 ","  57,873 ","  12,023 ","  93,935 ",,"  437,454 ",,,,
2/4/2023,"  88,224 ","  173,702 ","  76,225 ","  12,722 ","  93,273 ",,"  489,297 ",,,,
2/3/2023,"  105,178 ","  201,274 ","  50,072 ","  12,135 ","  92,771 ",,"  506,688 ",,,,
2/2/2023,"  102,013 ","  205,070 ","  50,708 ","  9,944 ","  92,246 ",,"  503,330 ",,,,
2/1/2023,"  111,447 ","  217,545 ","  30,757 ","  11,030 ","  92,629 ",,"  506,951 ",,,,
1/31/2023,"  109,430 ","  215,831 ","  33,232 ","  8,371 ","  94,150 ",,"  505,307 ",,,,
1/30/2023,"  103,728 ","  198,629 ","  36,783 ","  6,888 ","  95,151 ",,"  485,443 ",,,,
1/29/2023,"  85,177 ","  156,101 ","  56,897 ","  9,376 ","  95,297 ",,"  444,058 ",,,,
1/28/2023,"  81,446 ","  147,762 ","  69,210 ","  12,064 ","  95,594 ",,"  446,322 ",,,,
1/27/2023,"  86,179 ","  171,000 ","  75,022 ","  13,961 ","  96,309 ",,"  483,959 ",,,,
1/26/2023,"  92,097 ","  179,866 ","  57,156 ","  14,036 ","  96,341 ",,"  480,943 ",,,,
1/25/2023,"  90,529 ","  180,403 ","  59,545 ","  10,116 ","  96,220 ",,"  479,722 ",,,,
1/24/2023,"  97,708 ","  192,109 ","  42,895 ","  11,469 ","  96,176 ",,"  484,079 ",,,,
1/23/2023,"  90,141 ","  183,947 ","  51,805 ","  11,775 ","  96,312 ",,"  476,138 ",,,,
1/22/2023,"  86,336 ","  180,648 ","  30,316 ","  9,771 ","  96,149 ",,"  442,778 ",,,,
1/21/2023,"  84,043 ","  174,165 ","  39,907 ","  9,702 ","  96,020 ",,"  443,548 ",,,,
1/20/2023,"  83,109 ","  174,679 ","  46,305 ","  10,898 ","  96,127 ",,"  451,413 ",,,,
1/19/2023,"  78,918 ","  161,942 ","  54,871 ","  9,751 ","  95,816 ",,"  441,462 ",,,,
1/18/2023,"  82,784 ","  151,439 ","  58,555 ","  9,153 ","  95,187 ",,"  438,370 ",,,,
1/17/2023,"  84,429 ","  167,743 ","  48,596 ","  8,525 ","  94,666 ",,"  444,615 ",,,,
1/16/2023,"  83,142 ","  168,231 ","  65,131 ","  8,912 ","  95,259 ",,"  461,915 ",,,,
1/15/2023,"  80,283 ","  157,752 ","  77,776 ","  8,077 ","  95,349 ",,"  458,334 ",,,,
1/14/2023,"  84,347 ","  169,896 ","  69,851 ","  7,025 ","  95,241 ",,"  467,669 ",,,,
1/13/2023,"  89,062 ","  183,203 ","  40,806 ","  8,754 ","  95,189 ",,"  458,584 ",,,,
1/12/2023,"  75,505 ","  156,075 ","  69,736 ","  8,312 ","  95,020 ",,"  444,863 ",,,,
1/11/2023,"  86,410 ","  164,597 ","  55,392 ","  8,868 ","  95,381 ",,"  453,021 ",,,,
1/10/2023,"  91,332 ","  171,479 ","  49,911 ","  9,457 ","  95,710 ",,"  460,593 ",,,,
1/9/2023,"  78,754 ","  169,392 ","  58,386 ","  9,151 ","  96,057 ",,"  454,706 ",,,,
1/8/2023,"  82,563 ","  169,406 ","  32,283 ","  8,928 ","  94,938 ",,"  428,355 ",,,,
1/7/2023,"  82,071 ","  171,281 ","  35,142 ","  9,193 ","  93,493 ",,"  431,695 ",,,,
1/6/2023,"  81,665 ","  170,033 ","  49,652 ","  11,089 ","  94,122 ",,"  450,150 ",,,,
1/5/2023,"  77,937 ","  175,003 ","  45,383 ","  8,660 ","  95,045 ",,"  443,799 ",,,,
1/4/2023,"  75,738 ","  159,674 ","  53,185 ","  7,162 ","  96,923 ",,"  432,754 ",,,,
1/3/2023,"  76,255 ","  152,948 ","  56,021 ","  7,774 ","  96,792 ",,"  429,435 ",,,,
1/2/2023,"  76,105 ","  142,943 ","  48,285 ","  7,392 ","  96,489 ",,"  410,309 ",,,,
1/1/2023,"  73,013 ","  130,780 ","  43,838 ","  7,637 ","  95,977 ",,"  386,223 ",,,,
12/31/2022,"  74,616 ","  134,517 ","  58,593 ","  5,055 ","  95,704 ",,"  404,198 ",,,,
12/30/2022,"  85,104 ","  155,291 ","  38,737 ","  6,718 ","  95,655 ",,"  418,273 ",,,,
12/29/2022,"  87,350 ","  146,720 ","  64,327 ","  7,272 ","  95,669 ",,"  439,213 ",,,,
12/28/2022,"  103,747 ","  143,672 ","  85,459 ","  9,512 ","  95,766 ",,"  479,158 ",,,,
12/27/2022,"  121,655 ","  163,090 ","  72,271 ","  7,207 ","  95,613 ",,"  505,345 ",,,,
12/26/2022,"  132,755 ","  185,772 ","  44,355 ","  7,725 ","  95,303 ",,"  515,329 ",,,,
12/25/2022,"  129,632 ","  195,630 ","  46,069 ","  10,164 ","  94,102 ",,"  526,287 ",,,,
12/24/2022,"  138,740 ","  227,755 ","  41,901 ","  11,609 ","  93,642 ",,"  578,315 ",,,,
12/23/2022,"  136,041 ","  223,270 ","  56,395 ","  10,513 ","  94,161 ",,"  575,913 ",,,,
12/22/2022,"  120,569 ","  185,461 ","  71,631 ","  5,576 ","  93,474 ",,"  518,411 ",,,,
12/21/2022,"  126,906 ","  200,768 ","  37,301 ","  8,288 ","  93,444 ",,"  507,399 ",,,,
12/20/2022,"  126,213 ","  197,625 ","  33,168 ","  7,080 ","  93,305 ",,"  500,741 ",,,,
12/19/2022,"  124,918 ","  190,066 ","  45,766 ","  10,200 ","  93,946 ",,"  509,668 ",,,,
12/18/2022,"  112,199 ","  166,107 ","  51,768 ","  9,694 ","  92,787 ",,"  471,448 ",,,,
12/17/2022,"  103,299 ","  167,095 ","  52,934 ","  9,299 ","  91,486 ",,"  462,974 ",,,,
12/16/2022,"  96,735 ","  173,810 ","  62,618 ","  9,754 ","  92,156 ",,"  476,202 ",,,,
12/15/2022,"  98,192 ","  177,802 ","  55,347 ","  8,727 ","  92,555 ",,"  473,055 ",,,,
12/14/2022,"  95,104 ","  172,881 ","  58,046 ","  8,427 ","  92,752 ",,"  468,698 ",,,,
12/13/2022,"  89,497 ","  163,830 ","  71,527 ","  8,616 ","  92,842 ",,"  468,100 ",,,,
12/12/2022,"  84,926 ","  166,627 ","  65,343 ","  6,226 ","  92,529 ",,"  454,764 ",,,,
12/11/2022,"  88,138 ","  166,007 ","  33,534 ","  5,981 ","  91,631 ",,"  420,052 ",,,,
12/10/2022,"  92,191 ","  168,276 ","  29,670 ","  6,458 ","  91,391 ",,"  423,220 ",,,,
12/9/2022,"  90,824 ","  176,491 ","  34,444 ","  8,323 ","  91,601 ",,"  439,227 ",,,,
12/8/2022,"  90,289 ","  177,020 ","  35,570 ","  9,143 ","  90,771 ",,"  440,046 ",,,,
12/7/2022,"  93,509 ","  181,326 ","  27,780 ","  7,656 ","  90,626 ",,"  437,860 ",,,,
12/6/2022,"  94,835 ","  183,376 ","  33,958 ","  7,063 ","  91,523 ",,"  446,848 ",,,,
12/5/2022,"  90,376 ","  173,962 ","  55,501 ","  7,702 ","  91,677 ",,"  456,654 ",,,,
12/4/2022,"  85,728 ","  160,991 ","  46,373 ","  7,751 ","  92,348 ",,"  427,546 ",,,,
12/3/2022,"  80,408 ","  154,946 ","  54,673 ","  7,081 ","  92,266 ",,"  422,262 ",,,,
12/2/2022,"  80,690 ","  161,310 ","  77,406 ","  8,635 ","  93,453 ",,"  459,272 ",,,,
12/1/2022,"  86,866 ","  176,173 ","  70,530 ","  9,378 ","  93,925 ",,"  475,238 ",,,,
11/30/2022,"  86,172 ","  167,490 ","  62,366 ","  10,072 ","  93,007 ",,"  453,850 ",,,,
11/29/2022,"  80,308 ","  150,315 ","  73,798 ","  10,764 ","  93,539 ",,"  443,946 ",,,,
11/28/2022,"  82,394 ","  146,465 ","  63,833 ","  10,144 ","  93,337 ",,"  430,580 ",,,,
11/27/2022,"  80,868 ","  133,409 ","  49,565 ","  10,430 ","  92,815 ",,"  398,879 ",,,,
11/26/2022,"  79,972 ","  128,571 ","  53,531 ","  9,546 ","  92,726 ",,"  395,909 ",,,,
11/25/2022,"  79,010 ","  126,930 ","  54,499 ","  7,969 ","  92,169 ",,"  391,549 ",,,,
11/24/2022,"  81,229 ","  127,634 ","  55,336 ","  9,106 ","  91,081 ",,"  396,973 ",,,,
11/23/2022,"  89,222 ","  157,834 ","  52,636 ","  10,347 ","  90,719 ",,"  436,756 ",,,,
11/22/2022,"  100,302 ","  174,948 ","  40,433 ","  10,629 ","  90,002 ",,"  453,030 ",,,,
11/21/2022,"  104,527 ","  191,588 ","  41,212 ","  11,757 ","  89,382 ",,"  477,222 ",,,,
11/20/2022,"  97,155 ","  173,827 ","  53,678 ","  10,033 ","  88,761 ",,"  458,526 ",,,,
11/19/2022,"  95,383 ","  175,207 ","  56,595 ","  10,922 ","  87,904 ",,"  461,456 ",,,,
11/18/2022,"  97,422 ","  181,467 ","  59,996 ","  11,749 ","  88,110 ",,"  477,657 ",,,,
11/17/2022,"  93,247 ","  182,050 ","  57,131 ","  13,105 ","  87,392 ",,"  471,410 ",,,,
11/16/2022,"  95,108 ","  190,302 ","  40,630 ","  11,650 ","  86,438 ",,"  461,680 ",,,,
11/15/2022,"  95,626 ","  198,865 ","  30,950 ","  10,110 ","  86,254 ",,"  460,688 ",,,,
11/14/2022,"  91,846 ","  186,143 ","  39,082 ","  12,251 ","  86,424 ",,"  454,818 ",,,,
11/13/2022,"  80,770 ","  152,739 ","  51,541 ","  12,341 ","  85,838 ",,"  417,092 ",,,,
11/12/2022,"  81,570 ","  157,043 ","  37,255 ","  12,550 ","  84,435 ",,"  406,800 ",,,,
11/11/2022,"  69,538 ","  152,261 ","  67,716 ","  9,130 ","  83,293 ",,"  418,584 ",,,,
11/10/2022,"  65,691 ","  152,589 ","  68,579 ","  10,640 ","  83,042 ",,"  416,266 ",,,,
11/9/2022,"  67,148 ","  153,065 ","  73,020 ","  9,959 ","  82,606 ",,"  421,017 ",,,,
11/8/2022,"  64,482 ","  159,713 ","  72,479 ","  10,288 ","  81,368 ",,"  423,357 ",,,,
11/7/2022,"  69,267 ","  173,903 ","  53,983 ","  10,530 ","  80,517 ",,"  425,101 ",,,,
11/6/2022,"  58,900 ","  144,583 ","  65,350 ","  11,403 ","  83,305 ",,"  390,677 ",,,,
11/5/2022,"  59,379 ","  134,726 ","  71,303 ","  11,218 ","  79,943 ",,"  387,052 ",,,,
11/4/2022,"  67,302 ","  149,339 ","  73,143 ","  11,429 ","  80,476 ",,"  414,749 ",,,,
11/3/2022,"  62,910 ","  152,051 ","  79,059 ","  9,980 ","  79,692 ",,"  418,341 ",,,,
11/2/2022,"  65,497 ","  154,256 ","  70,037 ","  10,792 ","  79,836 ",,"  414,654 ",,,,
11/1/2022,"  75,566 ","  159,643 ","  49,156 ","  11,318 ","  79,717 ",,"  410,948 ",,,,
10/31/2022,"  83,069 ","  172,581 ","  24,469 ","  11,194 ","  78,864 ",,"  403,190 ",,,,
10/30/2022,"  80,445 ","  157,066 ","  17,464 ","  12,368 ","  79,682 ",,"  375,341 ",,,,
10/29/2022,"  77,065 ","  150,747 ","  29,253 ","  12,295 ","  80,034 ",,"  379,228 ",,,,
10/28/2022,"  80,489 ","  157,635 ","  43,105 ","  11,828 ","  80,235 ",,"  404,517 ",,,,
10/27/2022,"  73,331 ","  148,602 ","  62,615 ","  13,743 ","  79,172 ",,"  407,406 ",,,,
10/26/2022,"  76,681 ","  159,727 ","  48,458 ","  13,367 ","  78,044 ",,"  405,482 ",,,,
10/25/2022,"  74,223 ","  160,633 ","  49,552 ","  13,978 ","  77,929 ",,"  406,496 ",,,,
10/24/2022,"  70,026 ","  156,750 ","  67,315 ","  13,110 ","  77,609 ",,"  413,954 ",,,,
10/23/2022,"  59,235 ","  129,122 ","  83,096 ","  12,019 ","  77,081 ",,"  387,267 ",,,,
10/22/2022,"  61,750 ","  130,351 ","  77,701 ","  13,947 ","  76,760 ",,"  388,401 ",,,,
10/21/2022,"  73,158 ","  153,132 ","  63,235 ","  15,955 ","  77,429 ",,"  412,183 ",,,,
10/20/2022,"  83,163 ","  169,921 ","  41,954 ","  15,994 ","  78,022 ",,"  421,145 ",,,,
10/19/2022,"  87,252 ","  172,797 ","  33,824 ","  15,908 ","  78,233 ",,"  419,880 ",,,,
10/18/2022,"  84,960 ","  172,720 ","  35,432 ","  14,368 ","  77,861 ",,"  416,045 ",,,,
10/17/2022,"  78,120 ","  164,569 ","  49,551 ","  12,005 ","  75,309 ",,"  412,056 ",,,,
10/16/2022,"  74,015 ","  145,555 ","  51,458 ","  12,244 ","  74,640 ",,"  388,063 ",,,,
10/15/2022,"  73,381 ","  149,739 ","  52,711 ","  14,161 ","  75,816 ",,"  395,193 ",,,,
10/14/2022,"  74,816 ","  162,140 ","  51,125 ","  15,681 ","  76,337 ",,"  413,722 ",,,,
10/13/2022,"  74,816 ","  178,509 ","  47,084 ","  13,947 ","  76,490 ",,"  424,585 ",,,,
10/12/2022,"  74,326 ","  175,616 ","  56,862 ","  13,559 ","  76,416 ",,"  429,797 ",,,,
10/11/2022,"  70,976 ","  163,326 ","  67,789 ","  14,625 ","  76,376 ",,"  424,451 ",,,,
10/10/2022,"  78,959 ","  181,248 ","  33,516 ","  14,329 ","  75,849 ",,"  416,008 ",,,,
10/9/2022,"  75,613 ","  159,192 ","  26,999 ","  15,074 ","  76,732 ",,"  383,403 ",,,,
10/8/2022,"  76,722 ","  161,102 ","  26,248 ","  14,758 ","  77,484 ",,"  386,030 ",,,,
10/7/2022,"  81,965 ","  174,852 ","  28,733 ","  15,030 ","  81,435 ",,"  414,250 ",,,,
10/6/2022,"  80,785 ","  183,861 ","  26,622 ","  15,953 ","  81,473 ",,"  421,750 ",,,,
10/5/2022,"  80,642 ","  189,365 ","  18,730 ","  15,777 ","  82,161 ",,"  420,708 ",,,,
10/4/2022,"  76,532 ","  186,310 ","  25,845 ","  15,949 ","  81,900 ",,"  420,260 ",,,,
10/3/2022,"  74,632 ","  176,623 ","  34,207 ","  14,888 ","  81,015 ",,"  415,058 ",,,,
10/2/2022,"  68,546 ","  150,815 ","  37,154 ","  15,303 ","  81,185 ",,"  383,664 ",,,,
10/1/2022,"  66,778 ","  142,568 ","  40,188 ","  16,132 ","  75,028 ",,"  386,505 ",,,,
9/30/2022,"  74,398 ","  170,981 ","  45,782 ","  15,307 ","  100,260 ",,"  406,845 ",,,,
9/29/2022,"  74,195 ","  160,558 ","  45,782 ","  14,984 ","  82,374 ",,"  412,200 ",,,,
9/28/2022,"  76,796 ","  169,523 ","  39,725 ","  15,162 ","  84,425 ",,"  421,691 ",,,,
9/27/2022,"  78,506 ","  175,944 ","  34,852 ","  16,117 ","  85,527 ",,"  428,017 ",,,,
9/26/2022,"  80,501 ","  187,869 ","  35,523 ","  17,785 ","  85,675 ",,"  444,519 ",,,,
9/25/2022,"  72,595 ","  168,915 ","  46,813 ","  16,350 ","  89,130 ",,"  425,776 ",,,,
9/24/2022,"  77,899 ","  168,371 ","  37,916 ","  17,576 ","  89,039 ",,"  422,015 ",,,,
9/23/2022,"  81,681 ","  173,777 ","  43,123 ","  18,339 ","  90,392 ",,"  440,253 ",,,,
9/22/2022,"  94,273 ","  196,845 ","  42,722 ","  17,589 ","  89,686 ",,"  474,513 ",,,,
9/21/2022,"  98,603 ","  213,619 ","  50,867 ","  16,734 ","  89,427 ",,"  505,704 ",,,,
9/20/2022,"  99,761 ","  218,171 ","  48,824 ","  16,815 ","  89,332 ",,"  509,076 ",,,,
9/19/2022,"  95,202 ","  218,640 ","  42,916 ","  16,867 ","  89,338 ",,"  499,960 ",,,,
9/18/2022,"  87,562 ","  184,474 ","  46,425 ","  16,767 ","  88,588 ",,"  457,655 ",,,,
9/17/2022,"  82,353 ","  171,737 ","  55,606 ","  17,282 ","  89,010 ",,"  449,502 ",,,,
9/16/2022,"  88,623 ","  182,838 ","  50,053 ","  17,833 ","  89,672 ",,"  463,774 ",,,,
9/15/2022,"  86,352 ","  181,264 ","  53,615 ","  17,962 ","  89,429 ",,"  463,691 ",,,,
9/14/2022,"  85,224 ","  186,265 ","  51,952 ","  17,258 ","  88,923 ",,"  464,883 ",,,,
9/13/2022,"  89,509 ","  207,779 ","  36,665 ","  15,950 ","  89,364 ",,"  475,485 ",,,,
9/12/2022,"  94,749 ","  220,375 ","  25,237 ","  14,656 ","  88,710 ",,"  482,448 ",,,,
9/11/2022,"  93,805 ","  199,871 ","  26,266 ","  13,792 ","  88,145 ",,"  457,178 ",,,,
9/10/2022,"  93,491 ","  199,949 ","  32,158 ","  11,186 ","  87,175 ",,"  460,461 ",,,,
9/9/2022,"  94,738 ","  217,044 ","  38,153 ","  13,240 ","  89,351 ",,"  492,944 ",,,,
9/8/2022,"  102,136 ","  228,329 ","  34,351 ","  14,229 ","  89,141 ",,"  509,682 ",,,,
9/7/2022,"  110,660 ","  241,005 ","  23,733 ","  16,681 ","  89,206 ",,"  523,533 ",,,,
9/6/2022,"  109,138 ","  245,179 ","  20,476 ","  16,985 ","  89,660 ",,"  525,109 ",,,,
9/5/2022,"  101,555 ","  214,779 ","  26,508 ","  16,437 ","  90,444 ",,"  487,267 ",,,,
9/4/2022,"  100,830 ","  211,826 ","  24,844 ","  15,845 ","  89,023 ",,"  476,791 ",,,,
9/3/2022,"  104,968 ","  219,373 ","  29,243 ","  16,304 ","  89,327 ",,"  493,850 ",,,,
9/2/2022,"  111,232 ","  233,168 ","  31,322 ","  16,466 ","  90,568 ",,"  520,574 ",,,,
9/1/2022,"  114,501 ","  240,666 ","  24,980 ","  15,715 ","  91,334 ",,"  525,945 ",,,,
8/31/2022,"  115,480 ","  246,641 ","  23,723 ","  16,993 ","  91,732 ",,"  533,684 ",,,,
8/30/2022,"  118,919 ","  249,327 ","  25,904 ","  16,605 ","  91,602 ",,"  542,274 ",,,,
8/29/2022,"  116,246 ","  242,153 ","  42,859 ","  17,252 ","  91,201 ",,"  550,887 ",,,,
8/28/2022,"  105,625 ","  204,548 ","  55,505 ","  17,458 ","  92,029 ",,"  512,039 ",,,,
8/27/2022,"  104,567 ","  207,513 ","  50,763 ","  18,260 ","  92,962 ",,"  511,497 ",,,,
8/26/2022,"  114,587 ","  239,072 ","  28,804 ","  17,216 ","  93,428 ",,"  535,651 ",,,,
8/25/2022,"  119,638 ","  243,614 ","  16,815 ","  15,563 ","  93,455 ",,"  533,001 ",,,,
8/24/2022,"  119,302 ","  239,909 ","  17,883 ","  15,760 ","  93,408 ",,"  530,159 ",,,,
8/23/2022,"  117,703 ","  235,654 ","  17,532 ","  16,304 ","  93,348 ",,"  523,379 ",,,,
8/22/2022,"  115,405 ","  229,126 ","  24,019 ","  15,387 ","  93,048 ",,"  518,751 ",,,,
8/21/2022,"  108,928 ","  208,768 ","  24,879 ","  15,527 ","  92,026 ",,"  487,461 ",,,,
8/20/2022,"  108,614 ","  212,799 ","  32,920 ","  15,974 ","  91,686 ",,"  502,567 ",,,,
8/19/2022,"  110,896 ","  220,899 ","  30,710 ","  15,851 ","  93,361 ",,"  516,297 ",,,,
8/18/2022,"  113,949 ","  227,570 ","  23,138 ","  16,664 ","  93,820 ",,"  519,553 ",,,,
8/17/2022,"  116,890 ","  231,628 ","  20,021 ","  17,032 ","  93,673 ",,"  523,023 ",,,,
8/16/2022,"  115,344 ","  229,146 ","  27,002 ","  15,918 ","  93,701 ",,"  524,578 ",,,,
8/15/2022,"  114,969 ","  219,237 ","  33,594 ","  17,342 ","  93,582 ",,"  522,172 ",,,,
8/14/2022,"  110,217 ","  195,312 ","  27,263 ","  17,748 ","  93,823 ",,"  481,818 ",,,,
8/13/2022,"  106,487 ","  197,375 ","  33,911 ","  17,374 ","  94,769 ",,"  487,409 ",,,,
8/12/2022,"  111,507 ","  225,606 ","  33,948 ","  16,464 ","  94,743 ",,"  524,125 ",,,,
8/11/2022,"  115,362 ","  248,316 ","  26,845 ","  16,495 ","  94,457 ",,"  543,973 ",,,,
8/10/2022,"  122,633 ","  259,424 ","  19,222 ","  17,221 ","  93,990 ",,"  555,787 ",,,,
8/9/2022,"  126,213 ","  265,036 ","  22,880 ","  16,561 ","  93,671 ",,"  570,369 ",,,,
8/8/2022,"  126,087 ","  264,934 ","  32,508 ","  17,595 ","  92,734 ",,"  580,187 ",,,,
8/7/2022,"  121,115 ","  237,820 ","  39,861 ","  18,570 ","  92,280 ",,"  549,481 ",,,,
8/6/2022,"  117,791 ","  236,428 ","  48,232 ","  18,803 ","  91,508 ",,"  552,101 ",,,,
8/5/2022,"  126,970 ","  254,279 ","  40,406 ","  17,463 ","  91,925 ",,"  574,009 ",,,,
8/4/2022,"  129,110 ","  255,947 ","  44,178 ","  15,810 ","  91,983 ",,"  580,984 ",,,,
8/3/2022,"  126,173 ","  245,479 ","  57,291 ","  18,229 ","  92,609 ",,"  584,558 ",,,,
8/2/2022,"  125,816 ","  238,384 ","  59,997 ","  18,985 ","  92,825 ",,"  579,180 ",,,,
8/1/2022,"  125,286 ","  233,330 ","  45,112 ","  16,904 ","  92,727 ",,"  555,896 ",,,,
7/31/2022,"  112,251 ","  210,755 ","  41,740 ","  16,629 ","  92,811 ",,"  514,431 ",,,,
7/30/2022,"  114,041 ","  224,494 ","  29,268 ","  17,991 ","  92,486 ",,"  519,626 ",,,,
7/29/2022,"  122,589 ","  245,335 ","  29,161 ","  18,168 ","  92,707 ",,"  552,389 ",,,,
7/28/2022,"  128,731 ","  249,348 ","  36,118 ","  18,171 ","  92,639 ",,"  571,046 ",,,,
7/27/2022,"  130,191 ","  241,524 ","  35,693 ","  17,867 ","  92,019 ",,"  561,928 ",,,,
7/26/2022,"  128,605 ","  231,235 ","  36,749 ","  17,620 ","  92,129 ",,"  549,869 ",,,,
